,input,output
77,"['Action', 'Drama', 'Thriller']","Summary: Shivani Shivaji Roy locks horns with the devil incarnate  a young & remorseless serial killer who is raping & murdering young women.['Rani Mukerji', 'Rajesh Sharma', 'Shruti Bapna', '']"
78,['Action'],"Summary: Third installment of the Dabanng film series.['Salman Khan', 'Sonakshi Sinha', 'Sudeep', 'Mahesh Manjrekar', 'Ashwami Manjrekar', 'Nawab Shah', 'Arbaaz Khan', 'Abhilash Chaudhary', 'Saiee Manjrekar', 'Pramod Khanna', 'Rajiv Kachroo', 'Resh Lamba', 'Manjit Singh', '']"
79,"['Comedy', 'Drama', 'Romance']","Summary: It is an upcoming Indian romantic comedy film starring Akshay Kumar  Kiara Advani  Kareena Kapoor Khan and Diljit Dosanjh in lead roles.['Akshay Kumar', 'Kareena Kapoor', 'Kiara Advani', 'Tisca Chopra', 'Gulshan Grover', 'Diljit Dosanjh', 'Tanmay Dhanania', 'Anjana Sukhani', 'Yukta Mookhey', 'Auritra Ghosh', 'Preeti Kochar', '']"
80,"['Comedy', 'Thriller']","Summary: Unfolding through a course of a night in Mumbai  Kaalakaandi showcases three parallel tracks -- a man who discovers he has terminal illness decides to let go of his principles and live a ...                    ['Saif Ali Khan', '']"
81,"['Mystery', 'Thriller']","Summary: In the misty town of Manali  ACP Ashwini Dixit attempts to solve a series of mysterious murders happening in a single night  which might be connected to the night club  Vodka Diaries.['Kay Kay Menon', 'Raima Sen', 'Mandira Bedi', 'Sharib Hashmi', 'Rishi Bhutani', 'Herry Tangiri', 'Vaishnavi Dhanraj', 'Swati Rajput', 'Antara Srivastava', 'Rahul Kapoor', 'Suraj Thapar', 'Vikram Sakhalkar', '']"
82,['Thriller'],"Summary: After a wild night of impulse and passion  advertising executive Rajiv Kaul must navigate the murky lines between life  death  fact  and fiction.['Nora Fatehi', 'Elena Kazan', 'Suparna Krishna', 'Pitobash', 'Sameer Sharma', 'Zenia Starr', '']"
83,"['Drama', 'Mystery', 'Thriller']","Summary: Arbaaz Khan plays the role of the investigating officer in a murder case in which Manjari Fadnnis emerges as the prime suspect and is arrested. However  as events unfold  many possibilities and suspects come to the fore.['Ashmit Patel', 'Manjari Fadnnis', 'Manisha Kelkar', 'Akash Sinha', 'Geetanjali Mishra', 'Astad Kale', 'Rajkumar Kanojia', 'Shilpa Kadam', 'Feroz Bhagat', 'Dinesh Lamba', 'Salman Shaikh', 'Yusuf Hussain', 'Premnath Gulati', 'Himanshu Manek', '']"
84,"['Action', 'Drama', 'Sport']","Summary: A boxer struggles to make his mark in the boxing world.['Viineet Kumar', 'Jimmy Sheirgill', 'Zoya Hussain', 'Ravi Kishan', 'Rajesh Tailang', 'Shreedhar Dubey', 'Sadhana Singh', 'Shakti Kumar', 'Chittaranjan Tripathy', 'Sukhesh Mishra', 'Shikha Chauhan', 'Abhay Joshi', 'Nawazuddin Siddiqui', '']"
85,['Drama'],"Summary: Resigned to his fate as a worker in a notoriously shoddy chemical plant  Jay realizes that he must not only find a way to support his family  but also overcome grave social and legal injustice in the system.['Rahul Bhat', 'Tillotama Shome', '']"
86,"['Comedy', 'Romance']","Summary: Individually  Sanjay and Karina don't earn enough to be able to buy a home  so they enter into a marriage of convenience.['Vicky Kaushal', 'Angira Dhar', 'Alankrita Sahai', 'Raghuvir Yadav', 'Ratna Pathak Shah', 'Supriya Pathak', 'Brijendra Kala', 'Rekha Bhardwaj', 'Kunaal Roy Kapur', 'Arunoday Singh', 'Deepal Doshi', 'Raviza Chauhan', 'Ranbir Kapoor', 'Asif Ali Beg', '']"
87,"['Action', 'Thriller']","Summary: After finding out about an illegal arms deal  a military intelligence officer goes rogue with highly sensitive data related to his organization  causing his mentor: a colonel  to hunt him down.['Sidharth Malhotra', 'Manoj Bajpayee', 'Rakul Preet Singh', 'Pooja Chopra', 'Adil Hussain', 'Kumud Mishra', 'Naseeruddin Shah', 'Anupam Kher', 'Vikram Gokhale', 'Juhi Babbar', 'Nivedita Bhattacharya', 'Rajesh Tailang', 'Lushin Dubey', 'Ajit Bhure', '']"
88,"['Drama', 'History', 'Romance']","Summary: Set in medieval Rajasthan  Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.['Deepika Padukone', 'Ranveer Singh', 'Shahid Kapoor', 'Aditi Rao Hydari', 'Jim Sarbh', 'Anupriya Goenka', 'Raza Murad', 'Ujjwal Chopra', 'Komal Chhabria', 'Lankesh Bhardwaj', 'Bhawani Muzamil', 'Hriiday Malhotra', 'Deepak Shreemali', 'Manish Wadhwa', '']"
89,['Romance'],"Summary: In a world of pings  likes  tweets  shares and comments  2 strangers connect over a mis-dial and WhatsApp their way into each others' hearts  safely hidden behind digital screens. But will the emojis translate to emotions when they reveal their truth to one another.['Geetanjali Thapa', 'Zain Khan Durrani', 'Shray Rai Tiwari', 'Mona Ambegaonkar', 'Saheb Bhattacharjee', 'Chandrayee Ghosh', 'Saurav Das', 'Debopriya', 'Sahil Agarwal', 'Shefali Chauhan', 'Soumya Mukherjee', 'Shankhu Karmakar', 'Udai Shankar', 'Moumita', '']"
90,['Drama'],"Summary: Two boys with the dreams to change their ordinary lives change the entire corruption system as they take a stand against police brutality with the little help of a benevolent guardian.['Akshay Anand', 'Kabir Bedi', 'Hitesh Bhardwaj', 'Abhay Bhargav', 'Ravi Raj Kande', 'Viju Khote', 'Usha Nadkarni', 'Chetna Pande', 'Daya Shankar Pandey', 'Raghu Raja', 'Abhishek Sharma', 'Vikram Singh', 'Yashwant Singh', '']"
91,"['Comedy', 'Romance']","Summary: What happens when the most eligible bachelor in Delhi  Veerey messes up his first meeting with the father of his beloved? The most fatal blow to the loved-up couple: NO blessing from the ...                    ['Pulkit Samrat', 'Jimmy Sheirgill', 'Kriti Kharbanda', 'Satish Kaushik', 'Supriya Karnik', 'Yuvika Chaudhry', 'Payal Rajput', 'Rajesh Bakshi', 'Abhishek Duhan', 'Sumeet Samnani', 'Micky Makhija', 'Chandan Bakshi', 'Nishi Singh', 'Vidyadhar Karmakar', '']"
92,"['Comedy', 'Romance']","Summary: Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance.['Kartik Aaryan', 'Nushrat Bharucha', 'Sunny Singh Nijjar', 'Alok Nath', 'Madhumalti Kapoor', 'Ishita Raj', 'Pawan Chopra', 'Ayesha Raza', 'Deepika Amin', 'Rajesh Jais', 'Virendra Saxena', '']"
93,"['Crime', 'Drama', 'Thriller']","Summary: London based Aryan and Rajveer are son of business tycoon Vikram Khurana.Aryan is handling the family business and is looking out for a new female face for his campaign.He is in love with ...                    ['Lee Byford', 'Urvashi Rautela', 'Gulshan Grover', 'Vaunisha Kapoor', 'Lee Nicholas Harris', 'Ty Hurley', 'Komal Chhabria', 'Shaad Randhawa', 'Atul Sharma', 'Manoj Anand', 'Daniel Eghan', 'Tia Bajpai', 'Vivan Bhatena', 'Swaylee Loughnane', '']"
94,"['Comedy', 'Romance']","Summary: The movie is a romantic comedy that displays the ups and downs in Sumit and Karol's relationship.['Taapsee Pannu', 'Saqib Saleem', 'Nidhi Singh', 'Srishti Shrivastava', 'Ayesha Kaduskar', 'Abhilash Thapliyal', 'Santosh Barmola', '']"
95,['Drama'],"Summary: 3 Storeys is an intriguing film full of twists and turns. Over the course of 3 acts  dark secrets and past regrets are revealed  and it becomes clear that life in this small community is ...                    ['Aisha Ahmed', 'Tarun Anand', 'Richa Chadha', 'Gopal Das', 'Mallhar Goenka', 'Sharman Joshi', 'Saunskruti Kher', 'Omkar Kulkarni', 'Masumeh Makhija', 'Himanshu Malik', 'Himmat Mav', 'Ankit Rathi', 'Pulkit Samrat', 'Renuka Shahane', '']"
96,"['Action', 'Crime', 'Drama']","Summary: A fearless income tax officer raids the mansion of the most powerful man in Lucknow after someone mysteriously draws his attention towards the evidence.['Ajay Devgn', 'Saurabh Shukla', ""Ileana D'Cruz"", 'Amit Sial', '']"
97,"['Comedy', 'Drama']","Summary: Hichki presents a positive and inspiring story about a woman who turns her biggest weakness into her biggest strength.['Rani Mukerji', 'Sachin', 'Neeraj Kabi', 'Rohit Saraf', 'Jannat Zubair Rahmani', 'Harsh Mayar', 'Vikram Gokhale', 'Leena Acharya', 'Supriya Pilgaonkar', 'Ivan Rodrigues', 'Shivkumar Subramaniam', 'Asif Basra', 'Hussain Dalal', 'Riya Shukla', '']"
98,"['Drama', 'Mystery', 'Thriller']","Summary: Sushant Dubey checks in at a beach resort of Mauritius late night with his lovely wife Aparna and three-year-old daughter  Titli  who has high fever. As Aparna wakes up the next morning  ...                    ['Manoj Bajpayee', 'Tabu', 'Annu Kapoor', 'Rajesh Jais', 'Naveen Kaushik', 'Kali Prasad Mukherjee', 'Priyanka Setia', 'Jaswinder Gardner', 'Shruti Chandana', 'Ashu Sharma', 'V.M. Badola', 'Sudeep Sarangi', '']"
99,"['Action', 'Thriller']","Summary: A battle-hardened army officer squares off against drug lords and Russian henchmen to save his ex-lover's kidnapped daughter in the underbelly of Goa  India.['Tiger Shroff', 'Disha Patani', 'Manoj Bajpayee', 'Randeep Hooda', 'Deepak Dobriyal', 'Prateik', 'Darshan Kumaar', '']"
100,"['Drama', 'Romance']","Summary: A group of interns are going through the usual grind when suddenly an accident changes their lives. The protagonist can't get let go of it and becomes obsessed with it. What does it all lead to? Is it love or something else?['Varun Dhawan', 'Banita Sandhu', 'Gitanjali Rao', 'Sahil Vedoliyaa', 'Isha Chaturvedi', 'Prateek Kapoor', 'Iteeva Pandey', 'Karamveer Kanwar', 'Ashish Ghosh', 'Rachica Oswal', '']"
101,"['Horror', 'Thriller']","Summary: Five friends maimed from mercury poisoning try to cover up for an accident that left a man dead.['Prabhu Deva', 'Gajaraj', 'Ramya Nambeeshan', 'Indhuja Ravichandran', '']"
102,"['Drama', 'Family']","Summary: When on the run from the cops   Amir finds his estranged sister Tara  who in a bid to protect her brother lands up in jail. Their entire lives have been clouded by despair as unexpectedly the light shines on them from Beyond the Clouds.['Ishaan Khattar', 'Malavika Mohanan', 'Goutam Ghose', 'Sharada', 'Tannishtha Chatterjee', 'Shashank Shende', 'Hema Singh', 'Akash Gopal', 'Dhwani Rajesh', 'Amruta Santosh Thakur', 'Shivam Pujari', '']"
103,"['Comedy', 'Drama', 'Horror']","Summary: Nanu Ki Jaanu is a dark comedy  the story of which revolves around a Delhi land mafia agent (Abhay Deol) who tries to deal with the arrival of a ghost in his apartment.['Abhay Deol', 'Patralekhaa Paul', 'Rajesh Sharma', 'Himani Shivpuri', 'Manu Rishi Chadha', 'Brijendra Kala', 'Shefali Rana', 'Sapna Choudhary', 'Shreya Narayan', 'Manoj Pahwa', 'Gurmeet Singh', 'Mahendra Shrivas', 'Reshma Khan', 'Spandan Chaturvedi', '']"
104,"['Drama', 'Thriller']","Summary: Daas Dev is a 2018 romantic-thriller  with an interesting  modern take on the classic tale of DevDas-Paro-Chandramukhi love triangle  starring Rahul Bhat as Dev  the supremely talented Richa Chadda as Paro  and Aditi Rao Hydari as Chandni.['Yogesh Raj Mishra', '']"
105,"['Action', 'Biography', 'Crime']","Summary: A recounting of the story of infamous British-born terrorist Ahmed Omar Saeed Sheikh  who kidnapped and murdered Wall Street Journal reporter Daniel Pearl in 2002.['Rajkummar Rao', 'Rajesh Tailang', 'Satwant Kaur', '']"
106,"['Action', 'Drama', 'Thriller']","Summary: A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.['Alia Bhatt', 'Vicky Kaushal', 'Rajit Kapoor', 'Shishir Sharma', 'Ashwath Bhatt', 'Jaideep Ahlawat', 'Arif Zakaria', 'Amruta Khanvilkar', 'Kanwaljit Singh', 'Aman Vasishth', 'Veer Samra', 'Saloni', 'Deepak Saini', 'Sima Pari', '']"
107,"['Comedy', 'Drama', 'Family']","Summary: A father obsessed with an old school copying machine wreaks havoc on the family  causing a change in their relationships. Explores the life of each family member and how their lives are intertwined with each other.['Naseeruddin Shah', 'Kabir Sajid', 'Virti Vaghani', 'Sonali Kulkarni', 'Aamir Bashir', 'Naveen Kasturia', 'Beena Banerjee', 'Neha Chauhan', 'Tina Sood', 'Pawan Mahendru', 'Purushotam Mulani', 'Deepak Kripalani', 'Abhishek G. Dixit', 'Santosh Patil', '']"
108,['Comedy'],"Summary: Rakesh  an out of luck DJ  has just found out that the gig he was to perform in Goa  has been canceled. He is in urgent requirement of money to save his Dad's clinic and in that desperation...                    ['Sumeet Vyas', 'Mantra Mugdh', 'Sonnalli Seygall', '']"
109,['Comedy'],"Summary: Hilarity ensues when a member of the Sharma family tethers between life and death as his relatives from across the country set up camp in Mumbai waiting for the inevitable that seems to have been delayed  indefinitely.['Vinay Pathak', 'Suneeta Sengupta', 'Alka Amin', 'Manoj Pahwa', '']"
110,"['Action', 'Drama', 'History']","Summary: Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test  where they face challenges from the American Lacrosse satellite and local spies.['John Abraham', 'Boman Irani', 'Diana Penty', 'Anuja Sathe', 'Vikas Kumar', 'Yogendra Tiku', 'Aditya Hitkari', 'Ajay Shankar', 'Darshan Pandya', 'Mark Bennington', '']"
111,['Drama'],"Summary: A woman meets her dead father's old friend  who was the operator of a Bioscope show that she loved in her childhood. Connecting India and Afghanistan  a story of love and cinema unfolds.['Danny Denzongpa', 'Geetanjali Thapa', 'Adil Hussain', 'Tisca Chopra', 'Brijendra Kala', 'Ekavali Khanna', 'Maya Sarao', 'Miraya Suri', 'Prisha Dabbas', 'Sahra Khan Sahibi', 'Simon Frenay', 'Shashi Bhushan', 'Subroto Sarkar', 'Sumit Sarkar', '']"
112,"['Action', 'Drama']","Summary: The origin story of Bhavesh Joshi  an Indian superhero  who sets out to fulfill his slain friend's wish to clean and reform the country  by training himself to fight and wearing a mask.['Harshvardhan Kapoor', 'Priyanshu Painyuli', 'Ashish Verma', 'Shreiyah Sabharwal', 'Pratap Phad', 'Chinmay Mandlekar', 'Nishikant Kamat', 'Ram Kishan Dhakad', 'Hrishikesh Joshi', '']"
113,"['Comedy', 'Crime', 'Drama']","Summary: Set in the wild wild east  the story of Phamous invites you on an odyssey that hits your heart and face at the same time. Find love  power and wisdom amidst guns and dhakkad's. In a clash ...                    ['Jimmy Sheirgill', 'Shriya Saran', 'Kay Kay Menon', 'Pankaj Tripathi', 'Jackie Shroff', 'Mahie Gill', 'Brijendra Kala', 'Achyut Potdar', 'Deep Raj Rana', 'Jameel Khan', 'Samvedna Suwalka', 'Karan Patel', 'Padmavati Rao', 'Satyadeep Misra', '']"
114,"['Action', 'Thriller']","Summary: Relationships and loyalties of a criminal family planning its next big heist are tested when some shocking revelations strike them.['Anil Kapoor', 'Salman Khan', 'Bobby Deol', 'Jacqueline Fernandez', 'Daisy Shah', 'Saqib Saleem', 'Freddy Daruwala', '']"
115,"['Comedy', 'Drama', 'Romance']","Summary: Set in Rajasthan  this love story explores how the protagonists deal with issues like differences between castes and honor killings.['Ishaan Khattar', 'Janhvi Kapoor', 'Ashutosh Rana', 'Aditya Kumar', 'Kharaj Mukherjee', 'Ankit Bisht', 'Shalini Kapoor', 'Aishwarya Narkar', 'Usha Shree', 'Sartaj Ansari', 'Hempushpak Arora', 'Aishwarya Avinash', 'Vishwanath Chatterjee', 'Alok Ranjan Chaudhary', '']"
116,"['Biography', 'Drama']","Summary: Sanju is a biopic of the controversial life of actor Sanjay Dutt: his film career  jail sentence and personal life.['Ranbir Kapoor', 'Paresh Rawal', 'Manisha Koirala', 'Vicky Kaushal', 'Dia Mirza', 'Anushka Sharma', 'Sonam Kapoor', 'Jim Sarbh', 'Karishma Tanna', 'Boman Irani', 'Ashnoor Kaur', 'Siya', 'Tabu', 'Sayaji Shinde', '']"
117,"['Action', 'Crime', 'Drama']","Summary: The royal saga of deceit  conspiracy  greed and lust continues in the third installment of the series  as the Saheb and Biwi are pitted against an enemy and everyone involved is scheming ruthlessly for their own personal gain.['Sanjay Dutt', 'Jimmy Sheirgill', 'Mahie Gill', 'Chitrangda Singh', 'Kabir Bedi', 'Deepak Tijori', 'Pamela Singh Bhutoria', 'Soha Ali Khan', 'Nafisa Ali', 'Deep Raj Rana', 'Zakir Hussain', 'Manas Thakkar', 'Rishina Kandhari', 'Kanika Dang', '']"
118,"['Comedy', 'Romance']","Summary: Three best friends fall in love with a simple  stay-at-home girl from their neighbourhood. As they all go out of their way to win her love  they are pitted against each other in their efforts.['Dharmesh Yelande', 'Punit Pathak', 'Raghav Juyal', 'Isha Rikhi', '']"
119,['Drama'],"Summary: One family member tries to help her own family which are trapped in a dark controversy.['Taapsee Pannu', 'Rishi Kapoor', 'Prateik', 'Ashutosh Rana', 'Neena Gupta', 'Ashrut Jain', 'Simran Nisha', '']"
120,"['Comedy', 'Crime', 'Drama']","Summary: A man fakes his own death. Unfortunately for him  starting a new life with a new identity will only bring him more problems.['Arjun Mathur', 'Nidhi Singh', 'Sheetal Thakur', 'Manav Vij', 'Aanchal Chauhan', 'Sunny Hinduja', 'Vijayant Kohli', 'Yogendra Tiku', 'Lokesh Mittal', 'Jitendra Gupta', '']"
121,"['Comedy', 'Drama']","Summary: Two friends and a chirpy teenager take a road trip from Bangalore to Kochi.['Irrfan Khan', 'Dulquer Salmaan', 'Mithila Palkar', 'Amala Akkineni', 'Akash Khurana', 'Kriti Kharbanda', 'Donna Munshi', 'Abir Abrar', 'Beena Banerjee', 'Siddharth Menon', 'Adrika Shetty', 'Sameer Saxena', 'Kallirroi Tziafeta', 'Richard John Lovatt', '']"
122,"['Drama', 'History', 'Sport']","Summary: The journey of a man who was instrumental in making India win its first Olympic gold medal as a free nation.['Akshay Kumar', 'Mouni Roy', 'Kunal Kapoor', 'Amit Sadh', 'Viineet Kumar', 'Sunny Kaushal', 'Nikita Dutta', 'Andrew Havill', 'Manjit Singh', 'Christopher James Burton', 'Kumud Pant', 'Varun Raj', 'Sam Succoi', 'Bhawsheel Sahni', '']"
123,"['Action', 'Thriller']","Summary: DCP Shivansh has been tasked to catch Vir  the man behind police killings in the city. Both are eventually against the same enemy but divided by a fine line  the law.['John Abraham', 'Manoj Bajpayee', 'Aisha Sharma', 'Amruta Khanvilkar', 'Manish Chaudhary', 'Myrah Dandekar', 'Devdutta Nage', 'Nora Fatehi', '']"
