,input,output
53,"['Crime', 'Drama']","title: Section 375
Story: A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew  Anjali Dangle of having raped her at his residence.
Suitable Actors: Akshaye Khanna|Richa Chadha|Meera Chopra|Rahul Bhat|Shriswara|Kishore Kadam|Kruttika Desai|Sandhya Mridul|Shrikant Yadav|Vibhawari Deshpande|Shama Nivane|Rajendra Shisatkar|Annuup Choudhari|Shahnaaz Deshpande|"
54,"['Comedy', 'Drama', 'Romance']","title: The Zoya Factor
Story: Based Anuja Chauhan's novel  Zoya Factor is a rom-com about Zoya  an advertising agent and her relationship with the captain of team India  Nikhil Khoda.
Suitable Actors: Sonam Kapoor|Dulquer Salmaan|Sanjay Kapoor|"
55,"['Action', 'Drama', 'Romance']","title: Pal Pal Dil Ke Paas
Story: When video blogger Saher Sethi embarks on a tedious trek with mountaineer Karan Sehgal  sparks are bound to fly. But will their love story blossom despite the odds?
Suitable Actors: Karan Deol|Sahher Bambba|Simone Singh|Sachin Khedekar|"
56,"['Action', 'Drama']","title: Prassthanam
Story: A rural politician marries a widow with kids and gains a respectable position and trusts his stepson more than his own in political matters; thus upsetting his son beyond limits.
Suitable Actors: Sanjay Dutt|Jackie Shroff|Ali Fazal|Manisha Koirala|Chunky Pandey|Satyajeet Dubey|Amyra Dastur|"
57,"['Crime', 'Drama', 'Romance']","title: P Se Pyaar F Se Faraar
Story: In Mathura  the ancient city immortalized by the legendary love of Lord Krishna and Radha  two college going kids belonging to different class and caste strata of the North Indian society fall in love. The kind of turbulent and violent reactions that follow between the communities of the said lovers makes the revered city of love turn into the city of extreme hate. The questions are  will a modern day Krishna arise within the warring clans and what all he can do to restore the sanity and sanctity of love. The film is a statement against hate crimes which are taking massive tolls on numerous talented youth of this country.
Suitable Actors: Bhavesh Kumar|Jimmy Sheirgill|Kumud Mishra|Sanjay Mishra|Girish Kulkarni|Zakir Hussain|Brijendra Kala|Akhilendra Mishra|Asif Basra|Neha Joshi|"
58,"['Horror', 'Thriller']","title: Ghost
Story: The story of the film follows Karan Khanna  a politician of Indian origin in the United Kingdom  who is accused of killing his wife. He tells his lawyer that a spirit committed the murder and should be tried.
Suitable Actors: Sanaya Irani|Shivam Bhaargava|Vikram Bhatt|Ameet Chana|Ananya Sengupta|Caroline Wilde|Monisha Hassen|"
59,['Comedy'],"title: Bala
Story: Focuses on a young man Gaurav Rawat aka Bala (Ayushmann Khurrana) plagued with premature baldness and the way he copes with the situation. Revolving around his everyday struggle due to hair loss  the film also explores Bala's relationship with the two women in his life  played by Yami Gautam and Bhumi Pednekar.
Suitable Actors: Ayushmann Khurrana|Bhumi Pednekar|Yami Gautam|Javed Jaffrey|Saurabh Shukla|Sunita Rajwar|Seema Bhargava|Abhishek Banerjee|Deepika Chikhalia|Manoj Pahwa|Sachin Chaudhary|"
60,"['Comedy', 'Romance']","title: #Yaaram
Story: All set for an arranged marriage  Rohit Bajaj is faced with a rather strange request from his Muslim friend Sahil. As per halala  he convinces Rohit to get hitched to his ex-wife  just for him to remarry her. This twisted tale of love turns into a sour dose of betrayal - all this and more  in the name of friendship.
Suitable Actors: Siddhanth Kapoor|Prateik|Anita Raj|Ishita Raj|Subha Rajput|Natasha Stankovic|"
61,"['Action', 'Comedy', 'Fantasy']","title: Housefull 4
Story: In 1419 Sitamgarh  3 couples are parted away due to an evil conspiracy. 600 hundred years later in 2019 in London  the couples's reincarnations meet again but this time each one of them is marrying the wrong person. How they come to realize about their true love is what forms the crux of the story.
Suitable Actors: Akshay Kumar|Riteish Deshmukh|Bobby Deol|Kriti Sanon|Pooja Hegde|Kriti Kharbanda|Rana Daggubati|Sammy John Heaney|Sharad Kelkar|Aakash Dabhade|Chunky Pandey|Ranjeet|Johnny Lever|Saurabh Sachdeva|"
62,"['Biography', 'Drama']","title: Saand Ki Aankh
Story: Both over the age of 60  Chandro Tomar and Prakashi Tomar inspire other women in India when they demonstrate their expert sharpshooting skills.
Suitable Actors: Taapsee Pannu|Bhumi Pednekar|Prakash Jha|Viineet Kumar|Pawan Chopra|"
63,"['Comedy', 'Drama']","title: Made in China
Story: Story of Failed Gujarati Businessman  who jumps into unknown world of China to get once in a life time business idea  which will change his life.
Suitable Actors: Rajkummar Rao|Mouni Roy|Boman Irani|Paresh Rawal|Gajraj Rao|Sumeet Vyas|Amyra Dastur|"
64,['Comedy'],"title: Ujda Chaman
Story: Ujda Chaman is about a 30 -year-old bachelor Chaman Kohli  a Hindi lecturer with Premature Balding and in quest of a beautiful wife. After facing several rejections as a prospective groom because of his baldness  Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever. This leads Chaman on a Funny and emotional roller coaster ride of self-discovery and acceptance.
Suitable Actors: Sunny Singh Nijjar|Maanvi Gagroo|Saurabh Shukla|Atul Kumar|Grusha Kapoor|Gagan Arora|Karishma Sharma|"
65,"['Drama', 'Thriller']","title: Bypass Road
Story: The Story revolves around a young man Vikram (Neil Nitin Mukesh) who is a fashion prodigy. The story is layered with a murder in town.
Suitable Actors: Neil Nitin Mukesh|Adah Sharma|Gul Panag|Taher Shabbir|Shama Sikander|Manish Chaudhary|Rajit Kapoor|"
66,"['Action', 'Drama']","title: Satellite Shankar
Story: The extraordinary journey of a soldier that brought a nation together. It stars Sooraj Pancholi and Megha Akash in the lead roles and is directed by Irfan Kamal.
Suitable Actors: Suraj Pancholi|Anil Reji|"
67,['Drama'],"title: Jhalki
Story: A life-altering disappearance of her 7-year old brother sets Jhalki off on a mission to find him at all costs. Armed with an intimate folk-tale and her own sharp mind  is Jhalki's journey the start of a spiral that will change the lives of thousands for good? What price must she pay to get what she wants? Inspired by true events  with a backdrop of human-trafficking and child-labour  Jhalki becomes an atypical thriller of hope  courage  self-belief and perseverance  seen through the eyes of a 9-year-old girl  who will not stop anywhere short of a triumph.
Suitable Actors: Boman Irani|Tannishtha Chatterjee|Divya Dutta|Sanjay Suri|Akhilendra Mishra|Govind Namdeo|Yatin Karyekar|Joy Sengupta|Sailesh Dubey|Bachan Pachehra|Sanchita Goswami|Goraksha Sakpal|Vikram Singh|Aarti Jha|"
68,"['Action', 'Romance']","title: Marjaavaan
Story: Marjaavaan is an upcoming Indian action romance film directed by Milap Zaveri starring Ritesh Deshmukh  Sidharth Malhotra  Tara Sutaria and Rakul Preet Singh. The co producer of the film Bhushan Kumar described the film as ""a violent  dramatic love story"".
Suitable Actors: Riteish Deshmukh|Sidharth Malhotra|Tara Sutaria|Rakul Preet Singh|"
69,"['Comedy', 'Romance']","title: Motichoor Chaknachoor
Story: A hilarious story of a 36-year-old jobless man Pushpender  trying to find a wife and Anita who's also looking for a husband. But there's a catch - Anita wants to settle abroad after marriage.
Suitable Actors: Nawazuddin Siddiqui|Athiya Shetty|Vibha Chhibber|Sanjeev Vatsa|Bhumika Dube|Devansh Kumar|"
70,"['Action', 'Thriller']","title: Keep Safe Distance
Story: Keep Safe Distance is an upcoming Indian thriller film directed by Rama Mehra and produced by vishnu dhanraj sharma and mahesh sharma under the rama dhanraj production
Suitable Actors: Shahbaaz Khan|Adi Irani|Vikas Anand|Kiran Kumar|Anil Nagrath|Sagarika Neha|Laxman Singh Rajput|Pradeep Kabra|Shilpa Gandhi|Jai Yadav|Abhishek Khanna|Vishnu Dhanraj Sharma|"
71,"['Action', 'Comedy']","title: Pagalpanti
Story: A tourist group from India sets out on a vacation to only have their trip to turn into a patriotic mission. Will it end well for them?
Suitable Actors: Kriti Kharbanda|John Abraham|Ileana D'Cruz|Anil Kapoor|Urvashi Rautela|Jamie-Lee Beacher|Atul Sharma|Saurabh Shukla|Arshad Warsi|Sammy John Heaney|Vaunisha Kapoor|Pulkit Samrat|Simran Kaur|Manoj Anand|"
74,"['Drama', 'Romance']","title: Dil Bechara
Story: A love story about two cancer patients.
Suitable Actors: Sushant Singh Rajput|Sanjana Sanghi|Sahil Vaid|"
75,"['Comedy', 'Romance']","title: Pati Patni Aur Woh
Story: Chintu Tyagi is an ordinary  middle class man who finds himself torn between his wife and another woman.
Suitable Actors: Kartik Aaryan|Bhumi Pednekar|Ananya Panday|Aparshakti Khurana|"
76,"['Action', 'Thriller']","title: Commando 3
Story: A mysterious man is on an impending mission to attack the country from his base in London. Karan Singh Dogra sets out to hunt down the antagonist aided by the British Intelligence. Will Commando be able to prevent the attack and save the country?
Suitable Actors: Vidyut Jammwal|Adah Sharma|Angira Dhar|Sumeet Thakur|Mark Bennington|Simran Kaur|Atharva Vishwakarma|Abhilash Chaudhary|Feryna Wazheir|"
77,"['Action', 'Drama', 'Thriller']","title: Mardaani 2
Story: Shivani Shivaji Roy locks horns with the devil incarnate  a young & remorseless serial killer who is raping & murdering young women.
Suitable Actors: Rani Mukerji|Rajesh Sharma|Shruti Bapna|"
78,['Action'],"title: Dabangg 3
Story: Third installment of the Dabanng film series.
Suitable Actors: Salman Khan|Sonakshi Sinha|Sudeep|Mahesh Manjrekar|Ashwami Manjrekar|Nawab Shah|Arbaaz Khan|Abhilash Chaudhary|Saiee Manjrekar|Pramod Khanna|Rajiv Kachroo|Resh Lamba|Manjit Singh|"
79,"['Comedy', 'Drama', 'Romance']","title: Good Newwz
Story: It is an upcoming Indian romantic comedy film starring Akshay Kumar  Kiara Advani  Kareena Kapoor Khan and Diljit Dosanjh in lead roles.
Suitable Actors: Akshay Kumar|Kareena Kapoor|Kiara Advani|Tisca Chopra|Gulshan Grover|Diljit Dosanjh|Tanmay Dhanania|Anjana Sukhani|Yukta Mookhey|Auritra Ghosh|Preeti Kochar|"
80,"['Comedy', 'Thriller']","title: Kaalakaandi
Story: Unfolding through a course of a night in Mumbai  Kaalakaandi showcases three parallel tracks -- a man who discovers he has terminal illness decides to let go of his principles and live a little; a woman involved in a hit-and-run seeks redemption and two goons must decide if they can trust each other.
Suitable Actors: Saif Ali Khan|"
81,"['Mystery', 'Thriller']","title: Vodka Diaries
Story: In the misty town of Manali  ACP Ashwini Dixit attempts to solve a series of mysterious murders happening in a single night  which might be connected to the night club  Vodka Diaries.
Suitable Actors: Kay Kay Menon|Raima Sen|Mandira Bedi|Sharib Hashmi|Rishi Bhutani|Herry Tangiri|Vaishnavi Dhanraj|Swati Rajput|Antara Srivastava|Rahul Kapoor|Suraj Thapar|Vikram Sakhalkar|"
82,['Thriller'],"title: My Birthday Song
Story: After a wild night of impulse and passion  advertising executive Rajiv Kaul must navigate the murky lines between life  death  fact  and fiction.
Suitable Actors: Nora Fatehi|Elena Kazan|Suparna Krishna|Pitobash|Sameer Sharma|Zenia Starr|"
83,"['Drama', 'Mystery', 'Thriller']","title: Nirdosh
Story: Arbaaz Khan plays the role of the investigating officer in a murder case in which Manjari Fadnnis emerges as the prime suspect and is arrested. However  as events unfold  many possibilities and suspects come to the fore.
Suitable Actors: Ashmit Patel|Manjari Fadnnis|Manisha Kelkar|Akash Sinha|Geetanjali Mishra|Astad Kale|Rajkumar Kanojia|Shilpa Kadam|Feroz Bhagat|Dinesh Lamba|Salman Shaikh|Yusuf Hussain|Premnath Gulati|Himanshu Manek|"
84,"['Action', 'Drama', 'Sport']","title: Mukkabaaz
Story: A boxer (Shravan) belonging to upper cast  trains at a gym controlled by a local Don (Bhagwan Das Mishra). Shravan falls for Mishra's niece (Sunaina). The Don does not approve of this match because of previous scuffle between Bhagwan and Shravan. Shravan strives to win Sunaina's hand in marriage and becomes a successful boxer while trying to avoid retaliation from the Don.
Suitable Actors: Viineet Kumar|Jimmy Sheirgill|Zoya Hussain|Ravi Kishan|Rajesh Tailang|Shreedhar Dubey|Sadhana Singh|Shakti Kumar|Chittaranjan Tripathy|Sukhesh Mishra|Shikha Chauhan|Abhay Joshi|Nawazuddin Siddiqui|"
85,['Drama'],"title: Union Leader
Story: UNION LEADER is a drama  105 minutes in length  and it is the story of Jay  who gave up his dream of education to care for his family when he was young and is haunted by the loss of a future that was not to be. But  he is determined to end the cycle of poverty and provide a better life for his family. Jay must fight to keep his family alive with each passing minute. Living in poverty and faced with the looming possibility of death  Jay must struggle against corporate greed and the constant dangers of living on every last penny. Will Jay be able to fulfill his dream? Will Jay be able to bring the bad guys to justice? Will Jay survive  or will he fall to his death like the hundreds that do.
Suitable Actors: Rahul Bhat|Tillotama Shome|"
86,"['Comedy', 'Romance']","title: Love Per Square Foot
Story: Love Per Sq Ft  is a feature film which deals with the very common predicaments that faces today's urban youth; finding a house and finding love. Through the course of this romantic comedy we see Sanjay Chaturvedi and Karina D'souza desperately seeking a house  but realizing the difference between 'ghar' and 'makaan'.
Suitable Actors: Vicky Kaushal|Angira Dhar|Alankrita Sahai|Raghuvir Yadav|Ratna Pathak Shah|Supriya Pathak|Brijendra Kala|Rekha Bhardwaj|Kunaal Roy Kapur|Arunoday Singh|Deepal Doshi|Raviza Chauhan|Ranbir Kapoor|Asif Ali Beg|"
87,"['Action', 'Thriller']","title: Aiyaary
Story: General Gurinder Singh comes with a proposal to General Pratap Malik with the intention of bribing him.Pratap Malik declines in proposal following which Gurinder Singh threatens him that he will expose his secret unit DSD (Data System Diagnostics) which conduct secret operations.DND is lead by Colonel Abhay Singh who finds from his team that one of his honest officer Major Jai Bakshi has been absconding with confidential data of the secret unit.
Suitable Actors: Sidharth Malhotra|Manoj Bajpayee|Rakul Preet Singh|Pooja Chopra|Adil Hussain|Kumud Mishra|Naseeruddin Shah|Anupam Kher|Vikram Gokhale|Juhi Babbar|Nivedita Bhattacharya|Rajesh Tailang|Lushin Dubey|Ajit Bhure|"
